Unnamed: 0,ID,Long,Lat,Country,Island,pop,REGION,geometry,id,cluster,Region
69,9015.0,-149.400753,-17.677486,French Polynesia,Tahiti,166260.0,SOUTHWEST PACIFIC OCEAN,POINT (-149.400753 -17.677486),69,4,Unknown
70,9028.0,-149.833709,-17.529055,French Polynesia,Moorea,15171.0,SOUTHWEST PACIFIC OCEAN,POINT (-149.833709 -17.529055),70,4,Unknown
71,9035.0,-179.158505,-17.448503,Fiji,Mango Island,72.0,SOUTHWEST PACIFIC OCEAN,POINT (-179.158505 -17.448503),71,3,APAC
72,9066.0,-145.592927,-17.366744,French Polynesia,,67.0,SOUTHWEST PACIFIC OCEAN,POINT (-145.592927 -17.366744),72,-1,Unknown
73,9176.0,-150.987658,-16.783667,French Polynesia,Huahine Iti,1480.0,SOUTHWEST PACIFIC OCEAN,POINT (-150.987658 -16.783667),73,4,Unknown
74,9184.0,-179.759941,-16.770338,Fiji,Nggamea Island,927.0,SOUTHWEST PACIFIC OCEAN,POINT (-179.759941 -16.770338),74,3,APAC
75,9185.0,-179.684736,-16.758748,Fiji,Lauthala Island,190.0,SOUTHWEST PACIFIC OCEAN,POINT (-179.684736 -16.758748),75,3,APAC
76,9190.0,-151.436886,-16.822012,French Polynesia,Raiatea,10036.0,SOUTHWEST PACIFIC OCEAN,POINT (-151.436886 -16.822012),76,4,Unknown
77,9199.0,-151.013041,-16.724675,French Polynesia,Huahine Nui,2439.0,SOUTHWEST PACIFIC OCEAN,POINT (-151.013041 -16.724675),77,4,Unknown
78,9215.0,-151.493299,-16.626225,French Polynesia,Tahaa,4169.0,SOUTHWEST PACIFIC OCEAN,POINT (-151.493299 -16.626225),78,4,Unknown
79,9268.0,-151.738428,-16.499064,French Polynesia,Bora-Bora,5020.0,SOUTHWEST PACIFIC OCEAN,POINT (-151.738428 -16.499064),79,4,Unknown
80,9385.0,-173.7781,-15.957598,Tonga,Hunganga,658.0,SOUTHWEST PACIFIC OCEAN,POINT (-173.7781 -15.957598),80,-1,Unknown
81,9404.0,-148.255586,-15.843663,French Polynesia,Makatea,950.0,SOUTHWEST PACIFIC OCEAN,POINT (-148.255586 -15.843663),81,-1,Unknown
82,9438.0,-179.930107,-15.735346,Fiji,Thikombia Island,59.0,SOUTHWEST PACIFIC OCEAN,POINT (-179.930107 -15.735346),82,3,APAC
83,9465.0,-175.638742,-15.60271,Tonga,Motu Lahi,509.0,SOUTHWEST PACIFIC OCEAN,POINT (-175.638742 -15.60271),83,-1,Unknown
84,9643.0,-178.13326,-14.285595,Wallis and Futuna,Ile Futuna,2224.0,SOUTHWEST PACIFIC OCEAN,POINT (-178.13326 -14.285595),84,-1,Unknown
85,9644.0,-170.717618,-14.300334,American Samoa,Tutuila Island,43411.0,SOUTHWEST PACIFIC OCEAN,POINT (-170.717618 -14.300334),85,-1,Unknown
86,9645.0,-169.468214,-14.242045,American Samoa,Ta`u Island,714.0,SOUTHWEST PACIFIC OCEAN,POINT (-169.468214 -14.242045),86,-1,Unknown
87,9665.0,-171.758135,-13.930677,Samoa,Upolu,138056.0,SOUTHWEST PACIFIC OCEAN,POINT (-171.758135 -13.930677),87,-1,Unknown
88,9666.0,-172.447361,-13.62086,Samoa,Savai'i,39295.0,SOUTHWEST PACIFIC OCEAN,POINT (-172.447361 -13.62086),88,-1,Unknown
89,9686.0,-176.20458,-13.285427,Wallis and Futuna,,10637.0,SOUTHWEST PACIFIC OCEAN,POINT (-176.20458 -13.285427),89,-1,Unknown
90,9716.0,-139.088564,-9.944988,French Polynesia,Tahuata,587.0,SOUTHEAST PACIFIC OCEAN,POINT (-139.088564 -9.944988),90,5,Unknown
91,9718.0,-139.013922,-9.774777,French Polynesia,Hiva Oa,3556.0,SOUTHEAST PACIFIC OCEAN,POINT (-139.013922 -9.774777),91,5,Unknown
92,9739.0,-140.073942,-9.397857,French Polynesia,Ua Pou,422.0,SOUTHWEST PACIFIC OCEAN,POINT (-140.073942 -9.397857),92,5,Unknown
93,9772.0,-139.551964,-8.909323,French Polynesia,Ua Huka,922.0,SOUTHEAST PACIFIC OCEAN,POINT (-139.551964 -8.909323),93,5,Unknown
94,9773.0,-140.139322,-8.866239,French Polynesia,Nuku Hiva,1958.0,SOUTHWEST PACIFIC OCEAN,POINT (-140.139322 -8.866239),94,5,Unknown
95,9783.0,-140.687406,-7.996287,French Polynesia,Eiao,417.0,SOUTHWEST PACIFIC OCEAN,POINT (-140.687406 -7.996287),95,5,Unknown
96,9827.0,-155.518375,19.598084,United States,Island of Hawai?i,179076.0,NORTHEAST PACIFIC OCEAN,POINT (-155.518375 19.598084),96,-1,US
97,9832.0,-156.927066,20.834995,United States,Lana?i,2723.0,NORTHEAST PACIFIC OCEAN,POINT (-156.927066 20.834995),97,6,US
98,9834.0,-156.336777,20.790415,United States,Maui,144594.0,NORTHEAST PACIFIC OCEAN,POINT (-156.336777 20.790415),98,6,US
99,9838.0,-157.014518,21.133173,United States,Moloka?i,5510.0,NORTHEAST PACIFIC OCEAN,POINT (-157.014518 21.133173),99,6,US
100,9850.0,-157.973393,21.458674,United States,O?ahu,974804.0,NORTHEAST PACIFIC OCEAN,POINT (-157.973393 21.458674),100,-1,US
101,9854.0,-159.524241,22.058363,United States,Kaua?i,67377.0,NORTHEAST PACIFIC OCEAN,POINT (-159.524241 22.058363),101,-1,US
102,9873.0,-80.120381,-2.841584,Ecuador,Isla Puna,6452.0,SOUTHEAST PACIFIC OCEAN,POINT (-80.120381 -2.841584),102,-1,Unknown
103,9890.0,-90.435291,-1.293603,Ecuador,Isla Santa Maria,157.0,SOUTHEAST PACIFIC OCEAN,POINT (-90.435291 -1.293603),103,7,Unknown
104,9906.0,-89.43056,-0.826798,Ecuador,Isla San Cristobal,9031.0,SOUTHEAST PACIFIC OCEAN,POINT (-89.43056 -0.826798),104,7,Unknown
105,9942.0,-90.358406,-0.627248,Ecuador,Isla Santa Cruz,18544.0,SOUTHEAST PACIFIC OCEAN,POINT (-90.358406 -0.627248),105,7,Unknown
106,9945.0,-90.275466,-0.453922,Ecuador,Isla Baltra,479.0,SOUTHEAST PACIFIC OCEAN,POINT (-90.275466 -0.453922),106,7,Unknown
107,10218.0,-81.75732,7.470821,Panama,Isla de Coiba,192.0,NORTHEAST PACIFIC OCEAN,POINT (-81.75732 7.470821),107,8,Unknown
108,10344.0,-79.111002,8.264775,Panama,Isla San Jose,193.0,NORTHEAST PACIFIC OCEAN,POINT (-79.111002 8.264775),108,9,Unknown
109,10378.0,-79.10496,8.402907,Panama,Isla Pedro Gonzalez,371.0,NORTHEAST PACIFIC OCEAN,POINT (-79.10496 8.402907),109,9,Unknown
110,10397.0,-78.907964,8.371648,Panama,Isla del Rey,1724.0,NORTHEAST PACIFIC OCEAN,POINT (-78.907964 8.371648),110,9,Unknown
111,10529.0,-82.037645,9.153316,Panama,Isla Cayo Agua,157.0,NORTHWEST ATLANTIC OCEAN,POINT (-82.037645 9.153316),111,8,Unknown
112,10634.0,-82.150277,9.308751,Panama,Isla Bastimentos,2882.0,NORTHWEST ATLANTIC OCEAN,POINT (-82.150277 9.308751),112,8,Unknown
113,10858.0,-63.939007,10.776023,Venezuela,Isla Coche,8747.0,NORTHWEST ATLANTIC OCEAN,POINT (-63.939007 10.776023),113,10,Unknown
114,10860.0,-64.184634,10.815933,Venezuela,Isla Cubagua,51.0,NORTHWEST ATLANTIC OCEAN,POINT (-64.184634 10.815933),114,10,Unknown
115,10863.0,-61.296447,10.423904,Trinidad and Tobago,Trinidad,1149599.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.296447 10.423904),115,11,Unknown
116,10900.0,-65.307262,10.934385,Venezuela,Isla La Tortuga,150.0,NORTHWEST ATLANTIC OCEAN,POINT (-65.307262 10.934385),116,10,Unknown
117,10928.0,-60.666351,11.241491,Trinidad and Tobago,Tobago,50212.0,NORTHWEST ATLANTIC OCEAN,POINT (-60.666351 11.241491),117,11,Unknown
118,11001.0,-64.600849,11.849678,Venezuela,Isla Blanquilla,1532.0,NORTHWEST ATLANTIC OCEAN,POINT (-64.600849 11.849678),118,10,Unknown
119,11050.0,-61.683776,12.113748,Grenada,Grenada,100237.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.683776 12.113748),119,11,Unknown
120,11055.0,-68.289634,12.184523,Netherlands Antilles,Bonaire,17275.0,NORTHWEST ATLANTIC OCEAN,POINT (-68.289634 12.184523),120,-1,Europe
121,11070.0,-68.972625,12.194064,Netherlands Antilles,Curacao,148908.0,NORTHWEST ATLANTIC OCEAN,POINT (-68.972625 12.194064),121,-1,Europe
122,11097.0,-61.453587,12.479535,Grenada,Carriacou Island,5368.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.453587 12.479535),122,11,Unknown
123,11107.0,-69.970276,12.509315,Aruba,Aruba,104958.0,NORTHWEST ATLANTIC OCEAN,POINT (-69.970276 12.509315),123,-1,Unknown
124,11135.0,-61.23236,13.011618,Saint Vincent and the Grenadines,Bequia Island,4169.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.23236 13.011618),124,11,Unknown
125,11143.0,-87.711535,13.190003,El Salvador,Isla Meanguera,1648.0,NORTHEAST PACIFIC OCEAN,POINT (-87.711535 13.190003),125,12,Unknown
126,11155.0,-87.638813,13.272126,Honduras,Isla del Tigre,5702.0,NORTHEAST PACIFIC OCEAN,POINT (-87.638813 13.272126),126,12,Unknown
127,11169.0,-59.55639,13.172262,Barbados,Barbados,288594.0,NORTHWEST ATLANTIC OCEAN,POINT (-59.55639 13.172262),127,-1,Unknown
128,11176.0,-61.188975,13.251309,Saint Vincent and the Grenadines,Saint Vincent,81984.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.188975 13.251309),128,11,Unknown
129,11193.0,-60.966774,13.898433,Saint Lucia,Saint Lucia Island,156151.0,NORTHWEST ATLANTIC OCEAN,POINT (-60.966774 13.898433),129,11,Unknown
130,11221.0,-61.018115,14.652747,Martinique,Martinique,350805.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.018115 14.652747),130,11,Unknown
131,11229.0,-61.349988,15.434552,Dominica,Dominica,66329.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.349988 15.434552),131,11,Unknown
132,11264.0,-61.268569,15.932114,Guadeloupe,Marie-Galante,12285.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.268569 15.932114),132,11,Unknown
133,11270.0,-86.932004,16.097974,Honduras,Isla de Utila,2705.0,NORTHWEST ATLANTIC OCEAN,POINT (-86.932004 16.097974),133,12,Unknown
134,11345.0,-61.048268,16.32098,Guadeloupe,La Desirade,1671.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.048268 16.32098),134,11,Unknown
135,11363.0,-86.434535,16.366497,Honduras,Isla Santa Elena,51544.0,NORTHWEST ATLANTIC OCEAN,POINT (-86.434535 16.366497),135,12,Unknown
136,11386.0,-85.883961,16.468611,Honduras,Cayo Media Luna,4063.0,NORTHWEST ATLANTIC OCEAN,POINT (-85.883961 16.468611),136,12,Unknown
137,11431.0,-62.189685,16.739452,Montserrat,Montserrat,5187.0,NORTHWEST ATLANTIC OCEAN,POINT (-62.189685 16.739452),137,11,Unknown
138,11466.0,-61.798388,17.077293,Antigua and Barbuda,Antigua Island,88991.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.798388 17.077293),138,11,Unknown
139,11471.0,-62.58646,17.150396,Saint Kitts and Nevis,Nevis,12857.0,NORTHWEST ATLANTIC OCEAN,POINT (-62.58646 17.150396),139,11,Unknown
140,11519.0,-62.765059,17.339227,Saint Kitts and Nevis,Saint Christopher,37292.0,NORTHWEST ATLANTIC OCEAN,POINT (-62.765059 17.339227),140,11,Unknown
141,11541.0,-62.976283,17.490842,Netherlands Antilles,Sint Eustatius,2995.0,NORTHWEST ATLANTIC OCEAN,POINT (-62.976283 17.490842),141,11,Europe
142,11565.0,-63.237528,17.631469,Netherlands Antilles,Saba,1795.0,NORTHWEST ATLANTIC OCEAN,POINT (-63.237528 17.631469),142,11,Europe
143,11573.0,-61.793378,17.631531,Antigua and Barbuda,Barbuda,1738.0,NORTHWEST ATLANTIC OCEAN,POINT (-61.793378 17.631531),143,11,Unknown
144,11575.0,-64.768456,17.73286,Virgin Islands; U.S.,Saint Croix,49575.0,NORTHWEST ATLANTIC OCEAN,POINT (-64.768456 17.73286),144,13,Unknown
145,11604.0,-62.829698,17.901978,Guadeloupe,Ile Saint-Barthelemy,5534.0,NORTHWEST ATLANTIC OCEAN,POINT (-62.829698 17.901978),145,11,Unknown
146,11650.0,-73.635052,18.077332,Haiti,Ile a Vache,10982.0,NORTHWEST ATLANTIC OCEAN,POINT (-73.635052 18.077332),146,14,Unknown
147,11653.0,-63.062734,18.061742,Netherlands Antilles; Guadeloupe,Ile Saint-Martin,69383.0,NORTHWEST ATLANTIC OCEAN,POINT (-63.062734 18.061742),147,11,Europe
148,11661.0,-65.441002,18.123319,Puerto Rico,Isla de Vieques,7525.0,NORTHWEST ATLANTIC OCEAN,POINT (-65.441002 18.123319),148,13,Unknown
149,11665.0,-68.683805,18.149788,Dominican Republic,Isla Saona,567.0,NORTHWEST ATLANTIC OCEAN,POINT (-68.683805 18.149788),149,-1,Unknown
150,11682.0,-63.054398,18.214736,Anguilla,Anguilla,15700.0,NORTHWEST ATLANTIC OCEAN,POINT (-63.054398 18.214736),150,11,Unknown
151,11712.0,-65.289418,18.315046,Puerto Rico,Isla de Culebra,1408.0,NORTHWEST ATLANTIC OCEAN,POINT (-65.289418 18.315046),151,13,Unknown
152,11733.0,-64.736758,18.338353,Virgin Islands; U.S.,Saint John,3115.0,NORTHWEST ATLANTIC OCEAN,POINT (-64.736758 18.338353),152,13,Unknown
153,11734.0,-114.724312,18.356756,Mexico,Isla Clarion,249.0,NORTHEAST PACIFIC OCEAN,POINT (-114.724312 18.356756),153,-1,Unknown
154,11742.0,-64.928694,18.343528,Virgin Islands; U.S.,Saint Thomas,47285.0,NORTHWEST ATLANTIC OCEAN,POINT (-64.928694 18.343528),154,13,Unknown
155,11779.0,-64.620064,18.424074,British Virgin Islands,Little Wickham's Cay,26556.0,NORTHWEST ATLANTIC OCEAN,POINT (-64.620064 18.424074),155,13,Unknown
156,11790.0,-64.399216,18.475855,British Virgin Islands,Virgin Gorda,4732.0,NORTHWEST ATLANTIC OCEAN,POINT (-64.399216 18.475855),156,13,Unknown
157,11797.0,-66.479512,18.224245,Puerto Rico,Island of Puerto Rico,3196239.0,NORTHWEST ATLANTIC OCEAN,POINT (-66.479512 18.224245),157,-1,Unknown
158,11801.0,-77.310484,18.157071,Jamaica,Jamaica,2761519.0,NORTHWEST ATLANTIC OCEAN,POINT (-77.310484 18.157071),158,-1,Unknown
159,11824.0,-73.748881,18.613216,Haiti,Grande Cayemite,3821.0,NORTHWEST ATLANTIC OCEAN,POINT (-73.748881 18.613216),159,14,Unknown
160,11840.0,-64.337381,18.726917,British Virgin Islands,Little Anegada Island,244.0,NORTHWEST ATLANTIC OCEAN,POINT (-64.337381 18.726917),160,13,Unknown
161,11844.0,-91.682845,18.694132,Mexico,Isla del Carmen,170295.0,NORTHWEST ATLANTIC OCEAN,POINT (-91.682845 18.694132),161,-1,Unknown
162,11852.0,-110.975066,18.791751,Mexico,Isla Socorro,806.0,NORTHEAST PACIFIC OCEAN,POINT (-110.975066 18.791751),162,-1,Unknown
163,11857.0,-73.046362,18.842899,Haiti,Ile de la Gonave,84438.0,NORTHWEST ATLANTIC OCEAN,POINT (-73.046362 18.842899),163,14,Unknown
164,11898.0,-81.243946,19.318442,Cayman Islands,Grand Cayman,54576.0,NORTHWEST ATLANTIC OCEAN,POINT (-81.243946 19.318442),164,15,Unknown
165,11926.0,-80.04026,19.684628,Cayman Islands,Little Cayman,164.0,NORTHWEST ATLANTIC OCEAN,POINT (-80.04026 19.684628),165,16,Unknown
166,11927.0,-79.798663,19.720189,Cayman Islands,Cayman Brac,1688.0,NORTHWEST ATLANTIC OCEAN,POINT (-79.798663 19.720189),166,16,Unknown
167,11950.0,-72.789124,20.044923,Haiti,Ile de la Tortue,37655.0,NORTHWEST ATLANTIC OCEAN,POINT (-72.789124 20.044923),167,14,Unknown
168,12014.0,-86.902482,20.442404,Mexico,Isla Cozumel,97974.0,NORTHWEST ATLANTIC OCEAN,POINT (-86.902482 20.442404),168,12,Unknown
