island_id,region,ideal_class,baseline_class,climate_class
66689,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
74890,SEA,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nHigh Cost
74915,SEA,Low Affordable\nLow Cost,Low Affordable\nLow Cost,Low Affordable\nHigh Cost
74925,SEA,Low Affordable\nLow Cost,Low Affordable\nLow Cost,Low Affordable\nHigh Cost
74995,SEA,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nHigh Cost
75008,SEA,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nHigh Cost
66884,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
83347,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
83422,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
58859,EAS,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nHigh Cost
58864,EAS,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nHigh Cost
75310,SEA,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nHigh Cost
75352,EAS,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nHigh Cost
59011,EAS,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nHigh Cost
75454,NZ,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
75724,NZ,High Affordable\nLow Cost,High Affordable\nLow Cost,High Affordable\nHigh Cost
75789,NZ,High Affordable\nLow Cost,High Affordable\nLow Cost,High Affordable\nHigh Cost
84217,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
59731,EAS,High Affordable\nHigh Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
59758,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
84362,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
59838,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
59987,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60089,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
84705,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
60161,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60172,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60195,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60201,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60213,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60220,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60231,NPO,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60243,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60247,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60432,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60433,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60467,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60472,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60496,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60511,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60574,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
76959,NZ,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
68845,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
60658,NPO,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60661,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60681,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60697,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60715,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
60717,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
68912,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
52760,MED,High Affordable\nLow Cost,High Affordable\nLow Cost,High Affordable\nHigh Cost
11844,SCA,High Affordable\nLow Cost,High Affordable\nLow Cost,High Affordable\nHigh Cost
11852,NPO,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
61207,EAS,High Affordable\nHigh Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
53107,MED,High Affordable\nLow Cost,High Affordable\nLow Cost,High Affordable\nHigh Cost
61315,EAS,High Affordable\nHigh Cost,High Affordable\nLow Cost,High Affordable\nLow Cost
61340,EAS,High Affordable\nHigh Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
53153,MED,High Affordable\nLow Cost,High Affordable\nLow Cost,High Affordable\nHigh Cost
61354,EAS,High Affordable\nHigh Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
53169,MED,High Affordable\nLow Cost,High Affordable\nLow Cost,High Affordable\nHigh Cost
61361,EAS,High Affordable\nHigh Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
61362,EAS,High Affordable\nHigh Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
61419,EAS,High Affordable\nHigh Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
61420,EAS,High Affordable\nHigh Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
61439,EAS,High Affordable\nHigh Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
61469,EAS,High Affordable\nHigh Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
69726,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
69867,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
53698,MDG,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nLow Cost
61919,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
70159,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
70237,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
62171,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
62316,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
62459,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
70681,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
70699,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
71036,SEA,High Affordable\nHigh Cost,High Affordable\nLow Cost,High Affordable\nLow Cost
71375,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
71398,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
63449,EAS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
71958,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
72110,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
55874,SAS,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
72321,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
72392,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
72404,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
80624,NAU,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
72435,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
80636,NAU,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
72473,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
72554,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
80767,NAU,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
72582,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
7166,SWS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
72722,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
7217,SWS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nLow Cost
56377,SAS,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
56404,SAS,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
7260,SWS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
7264,SWS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
80987,NAU,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
7267,SWS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
7268,SWS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
56438,SAS,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
56462,SAS,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
56468,SAS,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nHigh Cost
56496,SAS,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
7384,SWS,High Affordable\nLow Cost,High Affordable\nHigh Cost,High Affordable\nHigh Cost
73048,SEA,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nLow Cost
73065,SEA,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nLow Cost
73332,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
73491,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
73593,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
81851,SEA,Low Affordable\nHigh Cost,Low Affordable\nLow Cost,Low Affordable\nLow Cost
73708,SEA,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nHigh Cost
73724,SEA,Low Affordable\nLow Cost,Low Affordable\nHigh Cost,Low Affordable\nHigh Cost
